question_id,question_type,category,source_video_id,duration_seconds,duration_bucket,stage,source_order,canonical_order_recovered,num_temporal_bins,embedding_dim,raw_adjacent_mean,raw_nonadjacent_mean,raw_far_mean,raw_adjacent_advantage_vs_nonadjacent,raw_adjacent_advantage_vs_far,centered_adjacent_mean,centered_nonadjacent_mean,centered_far_mean,centered_adjacent_advantage_vs_nonadjacent,centered_adjacent_advantage_vs_far,mean_adjacent_unit_l2,mean_nonadjacent_unit_l2,adjacent_to_nonadjacent_l2_ratio,nearest_neighbor_is_adjacent_fraction,effective_rank,stable_rank,pc1_variance_fraction,temporal_variance,final_top_bin,final_top1_temporal_bin_mass,final_normalized_temporal_entropy,final_bins_to_80pct_mass,final_absolute_visual_mass,top_bin_is_first,top_bin_is_boundary
gaze_gaze_estimation_930,gaze_gaze_estimation,gaze,P01-20240203-135502,20.0,medium,vision_block_early,window,True,16,1280,0.9982287274183275,0.9933264265559228,0.9919169675435003,0.004902300862404618,0.0063117598748271275,0.5357006219476818,-0.1372932474923286,-0.20655431913207473,0.6729938694400104,0.7422549410797565,0.055935535717264485,0.10307384796595372,0.5426743720263605,0.5,1.946080797318033,1.1482410304926647,0.870897288499558,0.7475257208717565,0,0.20697886516198705,0.9521872203143709,12,0.20934642929810465,True,True
gaze_gaze_estimation_930,gaze_gaze_estimation,gaze,P01-20240203-135502,20.0,medium,vision_block_middle,window,True,16,1280,0.9853169829091136,0.9739173210391082,0.968542105831026,0.011399661870005406,0.01677487707808767,0.2683327570479535,-0.0976234771310484,-0.12128757209252937,0.3659562341790019,0.3896203291404829,0.1660021275566026,0.21831089439256895,0.7603932365285253,0.5625,7.766668590156816,2.5073194392922917,0.39883230845219186,11.604359550034788,0,0.20697886516198705,0.9521872203143709,12,0.20934642929810465,True,True
gaze_gaze_estimation_930,gaze_gaze_estimation,gaze,P01-20240203-135502,20.0,medium,vision_block_late,window,True,16,1280,0.9999752939516071,0.9999604529829862,0.9999540008505707,1.4840968620921657e-05,2.129310103637927e-05,-0.03743155579702806,-0.019488657474757885,0.09662137410280933,-0.017942898322270175,-0.1340529298998374,0.00694729552762074,0.008613609333570405,0.8065487136204996,0.25,1.1716260462993668,1.0234399289431426,0.9770969176790396,14681.906739702774,0,0.20697886516198705,0.9521872203143709,12,0.20934642929810465,True,True
gaze_gaze_estimation_930,gaze_gaze_estimation,gaze,P01-20240203-135502,20.0,medium,vision_merger_pre_reverse,window,True,16,3584,0.964928663181919,0.9392081432903656,0.9265991279083894,0.02572051989155344,0.03832953527352967,0.2621565630440592,-0.09969354175066379,-0.15127746168753406,0.361850104794723,0.4134340247315933,0.2598387123672386,0.3343342360079646,0.7771824850179228,0.1875,7.043982329779512,2.1349382193464095,0.4683976289984355,40.768632499186054,0,0.20697886516198705,0.9521872203143709,12,0.20934642929810465,True,True
gaze_gaze_estimation_930,gaze_gaze_estimation,gaze,P01-20240203-135502,20.0,medium,vision_final,canonical,False,16,3584,0.964928663181919,0.9392081432903656,0.9265991279083894,0.02572051989155344,0.03832953527352967,0.2621565630440592,-0.09969354175066379,-0.15127746168753406,0.361850104794723,0.4134340247315933,0.2598387123672386,0.3343342360079646,0.7771824850179228,0.1875,7.043982329779512,2.1349382193464095,0.4683976289984355,40.768632499186054,0,0.20697886516198705,0.9521872203143709,12,0.20934642929810465,True,True
gaze_interaction_anticipation_597,gaze_interaction_anticipation,gaze,P03-20240217-210126,10.0,short,vision_block_early,window,True,16,1280,0.99866951759216,0.9945933687434331,0.9950687282702023,0.004076148848726979,0.0036007893219577314,0.6178274426661561,-0.16207491414331315,-0.15670244099558986,0.7799023568094692,0.7745298836617459,0.04932703195193898,0.09616741569909758,0.5129287461179208,0.6875,2.3095643717797953,1.2357087595636698,0.8092521739128087,0.5805257846456814,0,0.15575177911365165,0.9598062939846326,11,0.16202309306550688,True,True
gaze_interaction_anticipation_597,gaze_interaction_anticipation,gaze,P03-20240217-210126,10.0,short,vision_block_middle,window,True,16,1280,0.9743543170455985,0.945319676056707,0.9530648517548017,0.029034640988891525,0.021289465290796783,0.426176846137164,-0.13459583132466102,-0.031879375860931314,0.560772677461825,0.4580562219980953,0.22267666205047665,0.3249968221595729,0.6851656596849516,0.75,7.783892652562601,2.4616124779989192,0.40623778476005884,27.945183213340773,0,0.15575177911365165,0.9598062939846326,11,0.16202309306550688,True,True
gaze_interaction_anticipation_597,gaze_interaction_anticipation,gaze,P03-20240217-210126,10.0,short,vision_block_late,window,True,16,1280,0.9999654249515686,0.9999249246740953,0.9999230541159133,4.0500277473265456e-05,4.237083565528099e-05,0.3501454740781937,-0.07717859046061541,0.2162037151536427,0.4273240645388091,0.13394175892455099,0.008134182918759466,0.012075177171721786,0.6736284530721816,0.875,1.0536190627871782,1.0064068856022577,0.993633901264076,93680.62528487277,0,0.15575177911365165,0.9598062939846326,11,0.16202309306550688,True,True
gaze_interaction_anticipation_597,gaze_interaction_anticipation,gaze,P03-20240217-210126,10.0,short,vision_merger_pre_reverse,window,True,16,3584,0.947040260867401,0.881970388756841,0.8837028190149551,0.06506987211056003,0.06333744185244594,0.4525442905298189,-0.13940793210778685,-0.10325807586558104,0.5919522226376057,0.5558023663953999,0.3181237332026574,0.47794881373710024,0.6656020980891983,0.75,7.708256169885997,2.942366929105869,0.33986243867411925,73.11867831897197,0,0.15575177911365165,0.9598062939846326,11,0.16202309306550688,True,True
gaze_interaction_anticipation_597,gaze_interaction_anticipation,gaze,P03-20240217-210126,10.0,short,vision_final,canonical,False,16,3584,0.947040260867401,0.881970388756841,0.8837028190149551,0.06506987211056003,0.06333744185244594,0.4525442905298189,-0.13940793210778685,-0.10325807586558104,0.5919522226376057,0.5558023663953999,0.3181237332026574,0.47794881373710024,0.6656020980891983,0.75,7.708256169885997,2.942366929105869,0.33986243867411925,73.11867831897197,0,0.15575177911365165,0.9598062939846326,11,0.16202309306550688,True,True
ingredient_ingredient_adding_localization_83,ingredient_ingredient_adding_localization,ingredient,P08-20240614-085000,,unbounded,vision_block_early,window,True,16,1280,0.9931353042458252,0.9875156141556667,0.9841142842192635,0.005619690090158502,0.009021020026561688,0.2468184923251064,-0.10547055023982542,-0.1974800291692589,0.3522890425649318,0.44429852149436533,0.11146320274423,0.14710301569158094,0.7577220780974737,0.25,3.3277888226545334,1.488915962090965,0.6716295784724116,1.4495003354007623,0,0.1964447094117463,0.936096566573339,11,0.19521351052650182,True,True
ingredient_ingredient_adding_localization_83,ingredient_ingredient_adding_localization,ingredient,P08-20240614-085000,,unbounded,vision_block_middle,window,True,16,1280,0.9597279123246827,0.9457886821845364,0.9370551852248676,0.013939230140146308,0.02267272709981505,0.14013853629888104,-0.08912642734858463,-0.13734288161366714,0.22926496364746568,0.2774814179125482,0.27552902717856964,0.32215087211439164,0.8552794700513269,0.5625,9.390056676021516,3.1443011453155867,0.3180356949873617,23.46096310080314,0,0.1964447094117463,0.936096566573339,11,0.19521351052650182,True,True
ingredient_ingredient_adding_localization_83,ingredient_ingredient_adding_localization,ingredient,P08-20240614-085000,,unbounded,vision_block_late,window,True,16,1280,0.9999464117637084,0.9999372285711303,0.9999288353630869,9.183192578032795e-06,1.7576400621499566e-05,-0.025277228629696686,-0.060000522087488545,-0.06773762756873135,0.03472329345779186,0.042460398939034666,0.010020284546204277,0.011037399553044707,0.9078483113751323,0.4375,1.1397524627400284,1.0181417688838172,0.9821814903992142,34141.41615539868,0,0.1964447094117463,0.936096566573339,11,0.19521351052650182,True,True
ingredient_ingredient_adding_localization_83,ingredient_ingredient_adding_localization,ingredient,P08-20240614-085000,,unbounded,vision_merger_pre_reverse,window,True,16,3584,0.9162157780084448,0.8992107629535742,0.8861307391643524,0.01700501505487062,0.030085038844092415,0.09595498677857078,-0.08401039381017711,-0.13471591041811556,0.1799653805887479,0.23067089719668635,0.3962719022709416,0.4427445962832983,0.8950349831426959,0.5,10.743542422366879,4.146352964725295,0.24117580160382038,54.72005046082391,0,0.1964447094117463,0.936096566573339,11,0.19521351052650182,True,True
ingredient_ingredient_adding_localization_83,ingredient_ingredient_adding_localization,ingredient,P08-20240614-085000,,unbounded,vision_final,canonical,False,16,3584,0.9162157780084448,0.8992107629535742,0.8861307391643524,0.01700501505487062,0.030085038844092415,0.09595498677857078,-0.08401039381017711,-0.13471591041811556,0.1799653805887479,0.23067089719668635,0.3962719022709416,0.4427445962832983,0.8950349831426959,0.5,10.743542422366879,4.146352964725295,0.24117580160382038,54.72005046082391,0,0.1964447094117463,0.936096566573339,11,0.19521351052650182,True,True
ingredient_ingredient_weight_48,ingredient_ingredient_weight,ingredient,P09-20240622-150155,14.921999999999997,short,vision_block_early,window,True,16,1280,0.9957183226743188,0.992233219916117,0.9941113380119188,0.003485102758201797,0.0016069846624000572,0.21330960836908075,-0.09917393972941341,0.09023701648179429,0.31248354809849416,0.12307259188728646,0.08356697490493714,0.11545166722344348,0.7238264887349165,0.25,3.0002187497278205,1.4746818115405214,0.6781123847695344,0.8806586937198068,0,0.18460644377297192,0.9615688875080398,12,0.20298726815458146,True,True
ingredient_ingredient_weight_48,ingredient_ingredient_weight,ingredient,P09-20240622-150155,14.921999999999997,short,vision_block_middle,window,True,16,1280,0.9766669571054348,0.9625277114082047,0.9661514899601326,0.01413924569723013,0.01051546714530227,0.27299382829616403,-0.10949854790308738,0.019444711484003306,0.3824923761992514,0.25354911681216075,0.20922227433322887,0.2669367151234639,0.783789799153178,0.25,7.735306922505421,2.4826022774781187,0.40280314292461766,17.23074357923345,0,0.18460644377297192,0.9615688875080398,12,0.20298726815458146,True,True
ingredient_ingredient_weight_48,ingredient_ingredient_weight,ingredient,P09-20240622-150155,14.921999999999997,short,vision_block_late,window,True,16,1280,0.9999664539331238,0.9999533109880755,0.9999575353478832,1.3142945048283394e-05,8.918585240547117e-06,-0.2189170395406633,-0.010913398628400586,-0.10889594677321143,-0.2080036409122627,-0.11002109276745187,0.00792802443260945,0.009484369956986453,0.83590417376849,0.3125,1.0885566942803686,1.0112532720052405,0.9888719549130099,37975.770412138256,0,0.18460644377297192,0.9615688875080398,12,0.20298726815458146,True,True
ingredient_ingredient_weight_48,ingredient_ingredient_weight,ingredient,P09-20240622-150155,14.921999999999997,short,vision_merger_pre_reverse,window,True,16,3584,0.9529655080075973,0.9307314477231986,0.9361647862469532,0.02223406028439867,0.016800721760644066,0.22504405120689383,-0.10517666783001733,0.02526140173914841,0.3302207190369112,0.19978264946774543,0.29776905539188725,0.36454357725219977,0.8168270516144183,0.1875,8.469519002090138,2.797291483473207,0.3574886656997103,43.235697273776,0,0.18460644377297192,0.9615688875080398,12,0.20298726815458146,True,True
ingredient_ingredient_weight_48,ingredient_ingredient_weight,ingredient,P09-20240622-150155,14.921999999999997,short,vision_final,canonical,False,16,3584,0.9529655080075973,0.9307314477231986,0.9361647862469532,0.02223406028439867,0.016800721760644066,0.22504405120689383,-0.10517666783001733,0.02526140173914841,0.3302207190369112,0.19978264946774543,0.29776905539188725,0.36454357725219977,0.8168270516144183,0.1875,8.469519002090138,2.797291483473207,0.3574886656997103,43.235697273776,0,0.18460644377297192,0.9615688875080398,12,0.20298726815458146,True,True
object_motion_object_movement_itinerary_234,object_motion_object_movement_itinerary,object_motion,P03-20240216-084005,,unbounded,vision_block_early,window,True,16,1280,0.9899624605868343,0.9898113314561757,0.9889840540379673,0.00015112913065862266,0.0009784065488670501,-0.057478480016677894,-0.0651793503701482,-0.02649507633995381,0.007700870353470307,-0.030983403676724083,0.13539286154443228,0.13651230667934922,0.9917996760720894,0.125,5.093056138764034,2.1891241321034154,0.45680369849066166,1.186364241215783,0,0.2885617431791643,0.9039663399446525,11,0.1307164756146424,True,True
object_motion_object_movement_itinerary_234,object_motion_object_movement_itinerary,object_motion,P03-20240216-084005,,unbounded,vision_block_middle,window,True,16,1280,0.9485790395869316,0.9490148560122079,0.949803123109213,-0.00043581642527634745,-0.0012240835222814272,-0.06033274573373349,-0.06588834894435089,-0.06889327247903781,0.005555603210617398,0.008560526745304324,0.3192028800380794,0.3161420425859245,1.0096818424627056,0.0,11.512382266315143,4.77778079463408,0.20930219342065648,22.71812784196606,0,0.2885617431791643,0.9039663399446525,11,0.1307164756146424,True,True
object_motion_object_movement_itinerary_234,object_motion_object_movement_itinerary,object_motion,P03-20240216-084005,,unbounded,vision_block_late,window,True,16,1280,0.9999261490995182,0.9999281171902176,0.9999292281823046,-1.9680906994112846e-06,-3.0790827864057846e-06,0.05006413744613911,-0.06901879630225563,-0.05389436104823628,0.11908293374839474,0.10395849849437538,0.01202910583396276,0.011883916863497842,1.0122172657493822,0.25,1.0907884566635235,1.0110992553968616,0.9890225857277434,58104.887568349965,0,0.2885617431791643,0.9039663399446525,11,0.1307164756146424,True,True
object_motion_object_movement_itinerary_234,object_motion_object_movement_itinerary,object_motion,P03-20240216-084005,,unbounded,vision_merger_pre_reverse,window,True,16,3584,0.8896732261683779,0.8941856774561914,0.8914871652310898,-0.004512451287813524,-0.001813939062711989,-0.09434869273953375,-0.06205539664556216,-0.04791199292500682,-0.032293296093971594,-0.04643669981452693,0.46603434128580623,0.45667521644370074,1.020494050268347,0.0625,11.345796158936578,4.3957493809304635,0.22749249635071925,62.69667199373073,0,0.2885617431791643,0.9039663399446525,11,0.1307164756146424,True,True
object_motion_object_movement_itinerary_234,object_motion_object_movement_itinerary,object_motion,P03-20240216-084005,,unbounded,vision_final,canonical,False,16,3584,0.8896732261683779,0.8941856774561914,0.8914871652310898,-0.004512451287813524,-0.001813939062711989,-0.09434869273953375,-0.06205539664556216,-0.04791199292500682,-0.032293296093971594,-0.04643669981452693,0.46603434128580623,0.45667521644370074,1.020494050268347,0.0625,11.345796158936578,4.3957493809304635,0.22749249635071925,62.69667199373073,0,0.2885617431791643,0.9039663399446525,11,0.1307164756146424,True,True
object_motion_object_movement_itinerary_285,object_motion_object_movement_itinerary,object_motion,P04-20240414-162242,,unbounded,vision_block_early,window,True,16,1280,0.9949476606331688,0.9946065185798951,0.9945241817239057,0.00034114205327362424,0.0004234789092630864,0.03661583121443362,-0.06896764363228766,-0.06683945731225978,0.10558347484672129,0.10345528852669339,0.09537787169346561,0.09830459545456001,0.9702280066607136,0.0,6.112111453546007,2.1885624920641407,0.45692092577939186,0.6228162101284449,0,0.2405920225618636,0.9299198271269837,11,0.13216776279328712,True,True
object_motion_object_movement_itinerary_285,object_motion_object_movement_itinerary,object_motion,P04-20240414-162242,,unbounded,vision_block_middle,window,True,16,1280,0.9501879513345585,0.940277344918952,0.9364098504627012,0.009910606415606482,0.013778100871857268,0.069669130642782,-0.0844198536238088,-0.115919357089481,0.1540889842665908,0.185588487732263,0.3129420931585404,0.34263436275780984,0.9133412382801274,0.3125,11.939651419673112,4.562008504021909,0.21920169572643075,21.959132420293997,0,0.2405920225618636,0.9299198271269837,11,0.13216776279328712,True,True
object_motion_object_movement_itinerary_285,object_motion_object_movement_itinerary,object_motion,P04-20240414-162242,,unbounded,vision_block_late,window,True,16,1280,0.9999449875472987,0.9999344501274599,0.9999299822866551,1.0537419838807516e-05,1.5005260643574658e-05,0.024859064697559653,-0.060204056225533764,-0.08897598593664358,0.08506312092309341,0.11383505063420322,0.010407352449817086,0.011368673144053891,0.9154412584427585,0.375,1.208207097845871,1.0275931324611811,0.9731478037469042,22919.99169469338,0,0.2405920225618636,0.9299198271269837,11,0.13216776279328712,True,True
object_motion_object_movement_itinerary_285,object_motion_object_movement_itinerary,object_motion,P04-20240414-162242,,unbounded,vision_merger_pre_reverse,window,True,16,3584,0.916486040288738,0.8939478166432923,0.8873823316869676,0.022538223645445776,0.029103708601770473,0.1292027045663474,-0.09330677318636958,-0.13364669132502233,0.22250947775271696,0.2628493958913697,0.4049130035326331,0.4574348683983044,0.8851817635818293,0.5625,11.606490749356935,4.622834928727908,0.2163174795157948,63.55581049054742,0,0.2405920225618636,0.9299198271269837,11,0.13216776279328712,True,True
object_motion_object_movement_itinerary_285,object_motion_object_movement_itinerary,object_motion,P04-20240414-162242,,unbounded,vision_final,canonical,False,16,3584,0.916486040288738,0.8939478166432923,0.8873823316869676,0.022538223645445776,0.029103708601770473,0.1292027045663474,-0.09330677318636958,-0.13364669132502233,0.22250947775271696,0.2628493958913697,0.4049130035326331,0.4574348683983044,0.8851817635818293,0.5625,11.606490749356935,4.622834928727908,0.2163174795157948,63.55581049054742,0,0.2405920225618636,0.9299198271269837,11,0.13216776279328712,True,True
