cohort,question_id,participant_id,source_video_id,category,question_type,anchor_layer,target_layer,distance_from_anchor,anchor_native_temporal_entropy,native_retained_target_layer_mass,native_oracle_top50_target_layer_mass,reuse_efficiency,native_source_target_top2_jaccard,native_source_target_spearman,selected_native_unit_ids,selected_analysis_bins,selected_units_adjacent,normalized_temporal_coverage_span,contains_first_unit,contains_last_unit,descriptive_eight_bin_anchor_entropy,descriptive_eight_bin_retained_mass,descriptive_eight_bin_top4_oracle_mass
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,16,17,1,0.966934965551808,0.6308032978022241,0.6308032978022241,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9779566436994442,0.6308032977994545,0.6308032977994545
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,16,18,2,0.966934965551808,0.6676260881675942,0.6676260881675942,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9779566436994442,0.6676260881644459,0.6676260881644459
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,16,19,3,0.966934965551808,0.7025046739204797,0.7025046739204797,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9779566436994442,0.7025046739182965,0.7025046739182965
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,20,21,1,0.9805787007023121,0.5193881099380274,0.572777746376917,0.906788214492264,0.3333333333333333,0.19999999999999998,2 3,4 5 6 7,True,0.5,False,True,0.9870524671323744,0.5193881099350003,0.5727777463735786
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,20,22,2,0.9805787007023121,0.5027849341194093,0.5526148679289974,0.9098288216595893,0.3333333333333333,0.19999999999999998,2 3,4 5 6 7,True,0.5,False,True,0.9870524671323744,0.502784934116108,0.5526148679253691
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,20,23,3,0.9805787007023121,0.5408097266572818,0.5408097266572818,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9870524671323744,0.5408097266536689,0.5408097266536689
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,24,25,1,0.9975143284818496,0.4503400046423021,0.5496599953576979,0.8193064957351278,0.0,-0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9983428856501483,0.4503400046388314,0.5496599953534617
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,24,26,2,0.9975143284818496,0.449149361705227,0.550850638294773,0.8153741331690656,0.0,-1.0,2 3,4 5 6 7,True,0.5,False,True,0.9983428856501483,0.4491493617015585,0.5508506382902739
development,object_motion_object_movement_itinerary_433,P04,P04-20240414-172534,object_motion,object_motion_object_movement_itinerary,24,27,3,0.9975143284818496,0.3470229491208009,0.652977050879199,0.5314473895423322,0.0,-0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9983428856501483,0.3470229491188457,0.6529770508755202
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,8,9,1,0.9951590254293882,0.5506400697277962,0.5790619920571614,0.9509173064037684,0.3333333333333333,0.39999999999999997,0 2,0 1 4 5,False,0.75,True,False,0.9967726836161215,0.5506400697247162,0.5790619920539224
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,8,10,2,0.9951590254293882,0.5152658108191402,0.5378707853416504,0.9579732249109761,0.3333333333333333,0.0,0 2,0 1 4 5,False,0.75,True,False,0.9967726836161215,0.5152658108139341,0.5378707853362158
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,8,11,3,0.9951590254293882,0.5250972435725704,0.6003924376350719,0.8745900358787212,0.3333333333333333,0.19999999999999998,0 2,0 1 4 5,False,0.75,True,False,0.9967726836161215,0.5250972435691363,0.6003924376311456
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,12,13,1,0.9984054270827792,0.5167414680859781,0.5227383228479593,0.9885279986182964,0.3333333333333333,-0.39999999999999997,0 3,0 1 6 7,False,1.0,True,True,0.9989369513854526,0.51674146808364,0.5227383228455941
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,12,14,2,0.9984054270827792,0.5688901565913917,0.5688901565913917,1.0,1.0,0.7999999999999999,0 3,0 1 6 7,False,1.0,True,True,0.9989369513854526,0.5688901565891922,0.5688901565891922
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,12,15,3,0.9984054270827792,0.5496757873254252,0.5565502985273085,0.987647996560106,0.3333333333333333,0.39999999999999997,0 3,0 1 6 7,False,1.0,True,True,0.9989369513854526,0.5496757873221667,0.5565502985240093
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,16,17,1,0.9788823919507191,0.5423455014516951,0.5476143517166198,0.9903785387501108,0.3333333333333333,0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9859215946319125,0.5423455014488225,0.5476143517137194
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,16,18,2,0.9788823919507191,0.598081635802541,0.598081635802541,1.0,1.0,0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9859215946319125,0.5980816357992407,0.5980816357992407
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,16,19,3,0.9788823919507191,0.6883440242322326,0.6883440242322326,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9859215946319125,0.6883440242298363,0.6883440242298364
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,20,21,1,0.9931701927477966,0.5178153209139843,0.5532455830822891,0.9359592498309472,0.3333333333333333,-0.19999999999999998,2 3,4 5 6 7,True,0.5,False,True,0.9954467951624021,0.5178153209108383,0.5532455830789278
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,20,22,2,0.9931701927477966,0.475945293053634,0.5591630397258645,0.8511744504554005,0.3333333333333333,-0.39999999999999997,2 3,4 5 6 7,True,0.5,False,True,0.9954467951624021,0.4759452930504176,0.5591630397220858
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,20,23,3,0.9931701927477966,0.5145433096656303,0.549385424056063,0.93657983473024,0.3333333333333333,-0.19999999999999998,2 3,4 5 6 7,True,0.5,False,True,0.9954467951624021,0.5145433096621972,0.5493854240523974
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,24,25,1,0.9916638817699155,0.49553405523213584,0.5311480099618436,0.9329490950511775,0.3333333333333333,0.39999999999999997,2 3,4 5 6 7,True,0.5,False,True,0.9944425878427381,0.49553405522853916,0.5311480099579885
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,24,26,2,0.9916638817699155,0.4399808641517069,0.5693917332738838,0.7727208500585504,0.3333333333333333,-0.39999999999999997,2 3,4 5 6 7,True,0.5,False,True,0.9944425878427381,0.439980864148355,0.5693917332695461
development,object_motion_object_movement_itinerary_61,P03,P03-20240216-084005,object_motion,object_motion_object_movement_itinerary,24,27,3,0.9916638817699155,0.401580407908531,0.598419592091469,0.6710682825490597,0.0,-0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9944425878427381,0.40158040790627697,0.5984195920881101
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,8,9,1,0.9800352366063236,0.5686243420193965,0.5686243420193965,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9866901577347199,0.5686243420169093,0.5686243420169093
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,8,10,2,0.9800352366063236,0.5160553782174842,0.5281855900914099,0.9770341862756491,0.3333333333333333,0.39999999999999997,0 1,0 1 2 3,True,0.5,True,False,0.9866901577347199,0.5160553782135882,0.5281855900874224
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,8,11,3,0.9800352366063236,0.5898416606745269,0.5898416606745269,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9866901577347199,0.5898416606710758,0.5898416606710758
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,12,13,1,0.9986108363452056,0.5122112791960871,0.5612833253375555,0.9125717014451542,0.3333333333333333,0.39999999999999997,2 3,4 5 6 7,True,0.5,False,True,0.9990738908947335,0.5122112791944204,0.5612833253357292
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,12,14,2,0.9986108363452056,0.46765792634452796,0.5359857544900364,0.8725193205731393,0.3333333333333333,0.0,2 3,4 5 6 7,True,0.5,False,True,0.9990738908947335,0.46765792634260606,0.5359857544878337
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,12,15,3,0.9986108363452056,0.5876663724456496,0.5876663724456496,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9990738908947335,0.5876663724430926,0.5876663724430926
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,16,17,1,0.9894524655840146,0.5459690653987848,0.6282505309655046,0.8690308061653867,0.3333333333333333,0.7999999999999999,1 2,2 3 4 5,True,0.5,False,False,0.9929683103873915,0.5459690653963698,0.6282505309627255
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,16,18,2,0.9894524655840146,0.5905634883324914,0.6198892910232594,0.9526918707655693,0.3333333333333333,0.7999999999999999,1 2,2 3 4 5,True,0.5,False,False,0.9929683103873915,0.5905634883296587,0.6198892910202858
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,16,19,3,0.9894524655840146,0.5865948697953571,0.634510855231945,0.9244835844154752,0.3333333333333333,0.7999999999999999,1 2,2 3 4 5,True,0.5,False,False,0.9929683103873915,0.586594869793012,0.6345108552294083
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,20,21,1,0.9866216033371324,0.5384223500955867,0.5422725206523504,0.9928999342394632,0.3333333333333333,0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9910810688888261,0.538422350092512,0.5422725206492538
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,20,22,2,0.9866216033371324,0.5254528599746288,0.5538254919013356,0.9487697255875658,0.3333333333333333,0.19999999999999998,2 3,4 5 6 7,True,0.5,False,True,0.9910810688888261,0.5254528599712801,0.553825491897806
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,20,23,3,0.9866216033371324,0.5458028103917569,0.5458028103917569,1.0,1.0,0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9910810688888261,0.5458028103881021,0.5458028103881021
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,24,25,1,0.9878657677306831,0.5386676421765844,0.5386676421765844,1.0,1.0,1.0,0 2,0 1 4 5,False,0.75,True,False,0.9919105118162158,0.5386676421729044,0.5386676421729044
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,24,26,2,0.9878657677306831,0.5705068654705803,0.5705068654705803,1.0,1.0,0.7999999999999999,0 2,0 1 4 5,False,0.75,True,False,0.9919105118162158,0.5705068654670973,0.5705068654670973
heldout,fine_grained_action_localization_1388,P01,P01-20240203-121517,fine_grained,fine_grained_action_localization,24,27,3,0.9878657677306831,0.5474217418760094,0.5600401963829539,0.9774686628059176,0.3333333333333333,0.39999999999999997,0 2,0 1 4 5,False,0.75,True,False,0.9919105118162158,0.547421741873249,0.5600401963801298
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,8,9,1,0.9508936408570059,0.6154502243266605,0.6154502243266605,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9672624272351992,0.6154502243237118,0.6154502243237118
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,8,10,2,0.9508936408570059,0.5113191404136153,0.5559030225077213,0.919799173077015,0.3333333333333333,0.39999999999999997,0 1,0 1 2 3,True,0.5,True,False,0.9672624272351992,0.5113191404095985,0.5559030225033541
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,8,11,3,0.9508936408570059,0.6535497991637453,0.6535497991637453,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9672624272351992,0.6535497991600685,0.6535497991600685
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,12,13,1,0.9859847737788995,0.5902266373380121,0.5902266373380121,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9906565158503309,0.5902266373361221,0.5902266373361221
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,12,14,2,0.9859847737788995,0.6263727129717408,0.6263727129717408,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9906565158503309,0.6263727129693022,0.6263727129693022
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,12,15,3,0.9859847737788995,0.5023043402613476,0.5318495075332608,0.9444482567842456,0.3333333333333333,0.19999999999999998,0 1,0 1 2 3,True,0.5,True,False,0.9906565158503309,0.502304340259159,0.5318495075309433
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,16,17,1,0.9897246230888146,0.5367459792013359,0.5520199546896758,0.9723307547877933,0.3333333333333333,0.39999999999999997,0 1,0 1 2 3,True,0.5,True,False,0.9931497487241552,0.5367459791987943,0.5520199546870618
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,16,18,2,0.9897246230888146,0.47162223133703324,0.5344350260879671,0.8824687909946325,0.3333333333333333,-0.19999999999999998,0 1,0 1 2 3,True,0.5,True,False,0.9931497487241552,0.4716222313348134,0.5344350260854517
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,16,19,3,0.9897246230888146,0.47239224469490404,0.5339207561067483,0.8847609674130319,0.3333333333333333,-0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9931497487241552,0.4723922446928968,0.5339207561044798
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,20,21,1,0.9904548405584442,0.5969480869831196,0.5969480869831196,1.0,1.0,1.0,0 2,0 1 4 5,False,0.75,True,False,0.9936365603697559,0.5969480869796518,0.5969480869796518
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,20,22,2,0.9904548405584442,0.5890933274504523,0.6351180211343872,0.927533636029206,0.3333333333333333,0.7999999999999999,0 2,0 1 4 5,False,0.75,True,False,0.9936365603697559,0.5890933274458241,0.6351180211293973
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,20,23,3,0.9904548405584442,0.5985680531323794,0.5985680531323794,1.0,1.0,1.0,0 2,0 1 4 5,False,0.75,True,False,0.9936365603697559,0.5985680531281021,0.5985680531281021
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,24,25,1,0.9642169384212509,0.6158034937153161,0.6158034937153161,1.0,1.0,1.0,0 2,0 1 4 5,False,0.75,True,False,0.9761446256099567,0.61580349371046,0.61580349371046
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,24,26,2,0.9642169384212509,0.6103447679836566,0.6356773476607334,0.9601486827078239,0.3333333333333333,0.7999999999999999,0 2,0 1 4 5,False,0.75,True,False,0.9761446256099567,0.6103447679798486,0.6356773476567673
heldout,fine_grained_action_localization_1515,P04,P04-20240414-165333,fine_grained,fine_grained_action_localization,24,27,3,0.9642169384212509,0.6793398422169958,0.6793398422169958,1.0,1.0,1.0,0 2,0 1 4 5,False,0.75,True,False,0.9761446256099567,0.6793398422139465,0.6793398422139465
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,8,9,1,0.950741185093183,0.6534234157447542,0.6534234157447542,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9671607900591626,0.6534234157415982,0.6534234157415982
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,8,10,2,0.950741185093183,0.5927658685466537,0.5927658685466537,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9671607900591626,0.5927658685415451,0.5927658685415451
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,8,11,3,0.950741185093183,0.6670249974112236,0.6670249974112236,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9671607900591626,0.6670249974072631,0.6670249974072631
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,12,13,1,0.992934055678099,0.5370087240079694,0.5370087240079694,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9952893704497213,0.5370087240061265,0.5370087240061265
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,12,14,2,0.992934055678099,0.4628367484878089,0.5371632515121911,0.8616314447886327,0.0,-0.6000000000000001,0 1,0 1 2 3,True,0.5,True,False,0.9952893704497213,0.46283674848602513,0.5371632515101209
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,12,15,3,0.992934055678099,0.4506144279721282,0.5567088516572686,0.8094256569312532,0.3333333333333333,-0.39999999999999997,0 1,0 1 2 3,True,0.5,True,False,0.9952893704497213,0.45061442797005136,0.5567088516547027
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,16,17,1,0.9795618719171826,0.5923555578139821,0.5923555578139821,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9863745812763856,0.5923555578111666,0.5923555578111666
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,16,18,2,0.9795618719171826,0.5684054747619584,0.5993861556972662,0.9483126518007945,0.3333333333333333,0.7999999999999999,2 3,4 5 6 7,True,0.5,False,True,0.9863745812763856,0.568405474758833,0.5993861556939706
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,16,19,3,0.9795618719171826,0.6024199496827862,0.6024199496827862,1.0,1.0,1.0,2 3,4 5 6 7,True,0.5,False,True,0.9863745812763856,0.6024199496801614,0.6024199496801614
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,20,21,1,0.9954372009097036,0.5492658592480656,0.5492658592480656,1.0,1.0,0.6000000000000001,1 2,2 3 4 5,True,0.5,False,False,0.9969581339369294,0.5492658592444395,0.5492658592444395
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,20,22,2,0.9954372009097036,0.5045150480780622,0.5945848156838579,0.8485165358583829,0.3333333333333333,-0.39999999999999997,1 2,2 3 4 5,True,0.5,False,False,0.9969581339369294,0.5045150480738066,0.5945848156788426
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,20,23,3,0.9954372009097036,0.4807062622544712,0.5270225834493886,0.9121170085506113,0.3333333333333333,-0.19999999999999998,1 2,2 3 4 5,True,0.5,False,False,0.9969581339369294,0.4807062622502329,0.5270225834447418
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,24,25,1,0.9978287970600573,0.5614864699036428,0.5989330390537815,0.9374778702986594,0.3333333333333333,0.39999999999999997,0 2,0 1 4 5,False,0.75,True,False,0.9985525313686392,0.5614864698988891,0.5989330390487109
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,24,26,2,0.9978287970600573,0.5471580928869507,0.5779671909300178,0.9466940363976516,0.3333333333333333,0.39999999999999997,0 2,0 1 4 5,False,0.75,True,False,0.9985525313686392,0.5471580928832832,0.5779671909261438
heldout,fine_grained_action_localization_2299,P08,P08-20240613-122900,fine_grained,fine_grained_action_localization,24,27,3,0.9978287970600573,0.5996849513084219,0.6109465010769477,0.981567044334202,0.3333333333333333,0.39999999999999997,0 2,0 1 4 5,False,0.75,True,False,0.9985525313686392,0.5996849513050991,0.6109465010735626
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,8,9,1,0.9170252308672817,0.6343915640995437,0.6343915640995437,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9446834872421174,0.6343915640966618,0.6343915640966618
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,8,10,2,0.9170252308672817,0.613816540667926,0.613816540667926,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9446834872421174,0.613816540663283,0.613816540663283
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,8,11,3,0.9170252308672817,0.6663405075002807,0.6663405075002807,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9446834872421174,0.6663405074963892,0.6663405074963892
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,12,13,1,0.9541010667252963,0.6082357700884964,0.612727634633415,0.9926690681290946,0.3333333333333333,0.7999999999999999,0 3,0 1 6 7,False,1.0,True,True,0.9694007111479974,0.6082357700865065,0.6127276346314104
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,12,14,2,0.9541010667252963,0.5940574303997432,0.5940574303997432,1.0,1.0,0.7999999999999999,0 3,0 1 6 7,False,1.0,True,True,0.9694007111479974,0.5940574303973917,0.5940574303973917
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,12,15,3,0.9541010667252963,0.603457489671301,0.603457489671301,1.0,1.0,1.0,0 3,0 1 6 7,False,1.0,True,True,0.9694007111479974,0.6034574896686181,0.6034574896686181
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,16,17,1,0.9712852386025508,0.5644078840704133,0.5644078840704133,1.0,1.0,1.0,0 3,0 1 6 7,False,1.0,True,True,0.9808568257333182,0.5644078840679447,0.5644078840679447
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,16,18,2,0.9712852386025508,0.5591857195160849,0.5591857195160849,1.0,1.0,1.0,0 3,0 1 6 7,False,1.0,True,True,0.9808568257333182,0.5591857195132309,0.5591857195132309
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,16,19,3,0.9712852386025508,0.5827690154485878,0.5827690154485878,1.0,1.0,0.7999999999999999,0 3,0 1 6 7,False,1.0,True,True,0.9808568257333182,0.5827690154463521,0.582769015446352
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,20,21,1,0.9831086106190975,0.6164059544563927,0.6164059544563927,1.0,1.0,1.0,0 3,0 1 6 7,False,1.0,True,True,0.9887390737435847,0.6164059544527547,0.6164059544527547
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,20,22,2,0.9831086106190975,0.62397066870192,0.6408255869339123,0.9736981191518331,0.3333333333333333,0.7999999999999999,0 3,0 1 6 7,False,1.0,True,True,0.9887390737435847,0.6239706686978105,0.6408255869296918
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,20,23,3,0.9831086106190975,0.6199794884108054,0.6199794884108054,1.0,1.0,0.7999999999999999,0 3,0 1 6 7,False,1.0,True,True,0.9887390737435847,0.6199794884065966,0.6199794884065966
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,24,25,1,0.9228483029202654,0.6897627258604817,0.6897627258604817,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9485655352761936,0.689762725855432,0.689762725855432
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,24,26,2,0.9228483029202654,0.6462252850253619,0.6462252850253619,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9485655352761936,0.6462252850215847,0.6462252850215847
heldout,fine_grained_action_localization_3677,P04,P04-20240414-065311,fine_grained,fine_grained_action_localization,24,27,3,0.9228483029202654,0.7416789360758809,0.7416789360758809,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9485655352761936,0.7416789360726368,0.7416789360726368
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,8,9,1,0.9389312005264996,0.653124362489396,0.653124362489396,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9592874670152827,0.6531243624863214,0.6531243624863214
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,8,10,2,0.9389312005264996,0.6371107039412032,0.6371107039412032,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9592874670152827,0.6371107039362173,0.6371107039362173
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,8,11,3,0.9389312005264996,0.6846282176432623,0.6846282176432623,1.0,1.0,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9592874670152827,0.6846282176392757,0.6846282176392757
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,12,13,1,0.9810467622872466,0.551068897191251,0.551068897191251,1.0,1.0,1.0,0 1,0 1 2 3,True,0.5,True,False,0.9873645081894334,0.5510688971895099,0.5510688971895099
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,12,14,2,0.9810467622872466,0.5309109825472191,0.5464802812168653,0.9715098619204018,0.3333333333333333,0.7999999999999999,0 1,0 1 2 3,True,0.5,True,False,0.9873645081894334,0.5309109825452257,0.5464802812148134
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,12,15,3,0.9810467622872466,0.5017812572230894,0.5425325097933157,0.9248869849555174,0.3333333333333333,0.19999999999999998,0 1,0 1 2 3,True,0.5,True,False,0.9873645081894334,0.5017812572208074,0.5425325097908482
heldout,fine_grained_action_localization_404,P04,P04-20240413-142619,fine_grained,fine_grained_action_localization,16,17,1,0.9869554890880382,0.5789319036584712,0.5789319036584712,1.0,1.0,1.0,1 2,2 3 4 5,True,0.5,False,False,0.9913036593903822,0.5789319036557515,0.5789319036557515
